Datetime,division,val
2021-07-11 오전 2:39:13,U1_A,22.8
2021-07-11 오전 2:39:13,U1_B,22.8
2021-07-11 오전 2:39:13,U2_A,22.8
2021-07-11 오전 2:39:13,U2_B,22.8
2021-07-11 오전 2:39:13,U3_A,26.6
2021-07-11 오전 2:39:13,U3_B,25.8
2021-07-11 오전 2:39:13,U4_A,26.0
2021-07-11 오전 2:39:13,U4_B,25.5
2021-07-11 오전 2:39:13,U5_A,28.0
2021-07-11 오전 2:39:13,U5_B,27.5
2021-07-11 오전 2:39:13,U6_A,31.1
2021-07-11 오전 2:39:13,U6_B,28.2
2021-07-11 오전 2:39:13,U7_A,27.6
2021-07-11 오전 2:39:13,U7_B,26.6
2021-07-11 오전 2:39:13,U8_A,30.0
2021-07-11 오전 2:39:13,U8_B,28.1
2021-07-11 오전 2:39:13,U9_A,29.9
2021-07-11 오전 2:39:13,U9_B,28.1
2021-07-11 오전 2:39:13,U10_A,30.1
2021-07-11 오전 2:39:13,U10_B,27.8
2021-07-11 오전 2:39:13,U11_A,29.0
2021-07-11 오전 2:39:13,U11_B,27.9
2021-07-11 오전 2:41:02,U0_A,29.2
2021-07-11 오전 2:41:02,U0_B,28.8
2021-07-11 오전 2:41:02,U1_A,22.8
2021-07-11 오전 2:41:02,U1_B,22.8
2021-07-11 오전 2:41:02,U2_A,22.8
2021-07-11 오전 2:41:02,U2_B,22.8
2021-07-11 오전 2:41:02,U3_A,26.6
2021-07-11 오전 2:41:02,U3_B,25.8
2021-07-11 오전 2:41:02,U4_A,26.0
2021-07-11 오전 2:41:02,U4_B,25.6
2021-07-11 오전 2:41:02,U5_A,28.1
2021-07-11 오전 2:41:02,U5_B,27.5
2021-07-11 오전 2:41:02,U6_A,31.1
2021-07-11 오전 2:41:02,U6_B,28.2
2021-07-11 오전 2:41:02,U7_A,27.6
2021-07-11 오전 2:41:02,U7_B,26.6
2021-07-11 오전 2:41:02,U8_A,30.0
2021-07-11 오전 2:41:02,U8_B,28.1
2021-07-11 오전 2:41:02,U9_A,29.9
2021-07-11 오전 2:41:02,U9_B,28.1
2021-07-11 오전 2:41:02,U10_A,30.0
2021-07-11 오전 2:41:02,U10_B,27.8
2021-07-11 오전 2:41:02,U11_A,29.0
2021-07-11 오전 2:41:02,U11_B,27.9
2021-07-11 오전 2:42:41,U0_A,29.2
2021-07-11 오전 2:42:41,U0_B,28.8
2021-07-11 오전 2:42:41,U1_A,22.8
2021-07-11 오전 2:42:41,U1_B,22.8
2021-07-11 오전 2:42:41,U2_A,22.8
2021-07-11 오전 2:42:41,U2_B,22.8
2021-07-11 오전 2:42:41,U3_A,26.7
2021-07-11 오전 2:42:41,U3_B,25.9
2021-07-11 오전 2:42:41,U4_A,26.0
2021-07-11 오전 2:42:41,U4_B,25.6
2021-07-11 오전 2:42:41,U5_A,28.1
2021-07-11 오전 2:42:41,U5_B,27.5
2021-07-11 오전 2:42:41,U6_A,31.1
2021-07-11 오전 2:42:41,U6_B,28.2
2021-07-11 오전 2:42:41,U7_A,27.6
2021-07-11 오전 2:42:41,U7_B,26.6
2021-07-11 오전 2:42:41,U8_A,30.0
2021-07-11 오전 2:42:41,U8_B,28.1
2021-07-11 오전 2:42:41,U9_A,29.9
2021-07-11 오전 2:42:41,U9_B,28.1
2021-07-11 오전 2:42:41,U10_A,30.0
2021-07-11 오전 2:42:41,U10_B,27.9
2021-07-11 오전 2:42:41,U11_A,29.0
2021-07-11 오전 2:42:41,U11_B,27.9
2021-07-11 오전 2:45:01,U0_A,29.2
2021-07-11 오전 2:45:01,U0_B,28.8
2021-07-11 오전 2:45:01,U1_A,22.8
2021-07-11 오전 2:45:01,U1_B,22.8
2021-07-11 오전 2:45:01,U2_A,22.8
2021-07-11 오전 2:45:01,U2_B,22.8
2021-07-11 오전 2:45:01,U3_A,26.6
2021-07-11 오전 2:45:01,U3_B,25.8
2021-07-11 오전 2:45:01,U4_A,26.0
2021-07-11 오전 2:45:01,U4_B,25.5
2021-07-11 오전 2:45:01,U5_A,28.1
2021-07-11 오전 2:45:01,U5_B,27.5
2021-07-11 오전 2:45:01,U6_A,31.1
2021-07-11 오전 2:45:01,U6_B,28.2
2021-07-11 오전 2:45:01,U7_A,27.6
2021-07-11 오전 2:45:01,U7_B,26.6
2021-07-11 오전 2:45:01,U8_A,30.0
2021-07-11 오전 2:45:01,U8_B,28.1
2021-07-11 오전 2:45:01,U9_A,29.9
2021-07-11 오전 2:45:01,U9_B,28.1
2021-07-11 오전 2:45:01,U10_A,30.1
2021-07-11 오전 2:45:01,U10_B,27.8
2021-07-11 오전 2:45:01,U11_A,29.0
2021-07-11 오전 2:45:01,U11_B,28.0
2021-07-11 오전 2:47:08,U0_A,29.2
2021-07-11 오전 2:47:08,U0_B,28.8
2021-07-11 오전 2:47:08,U1_A,22.8
2021-07-11 오전 2:47:08,U1_B,22.8
2021-07-11 오전 2:47:08,U2_A,22.8
2021-07-11 오전 2:47:08,U2_B,22.8
2021-07-11 오전 2:47:08,U3_A,26.6
2021-07-11 오전 2:47:08,U3_B,25.8
2021-07-11 오전 2:47:08,U4_A,26.1
2021-07-11 오전 2:47:08,U4_B,25.5
2021-07-11 오전 2:47:08,U5_A,28.1
2021-07-11 오전 2:47:08,U5_B,27.5
2021-07-11 오전 2:47:08,U6_A,31.1
2021-07-11 오전 2:47:08,U6_B,28.2
2021-07-11 오전 2:47:08,U7_A,27.6
2021-07-11 오전 2:47:08,U7_B,26.6
2021-07-11 오전 2:47:08,U8_A,30.0
2021-07-11 오전 2:47:08,U8_B,28.1
2021-07-11 오전 2:47:08,U9_A,29.9
2021-07-11 오전 2:47:08,U9_B,28.1
2021-07-11 오전 2:47:08,U10_A,30.0
2021-07-11 오전 2:47:08,U10_B,27.8
2021-07-11 오전 2:47:08,U11_A,29.0
2021-07-11 오전 2:47:08,U11_B,27.9
2021-07-11 오전 2:48:48,U0_A,29.2
2021-07-11 오전 2:48:48,U0_B,28.8
2021-07-11 오전 2:48:48,U1_A,22.8
2021-07-11 오전 2:48:48,U1_B,22.8
2021-07-11 오전 2:48:48,U2_A,22.8
2021-07-11 오전 2:48:48,U2_B,22.8
2021-07-11 오전 2:48:48,U3_A,26.6
2021-07-11 오전 2:48:48,U3_B,25.8
2021-07-11 오전 2:48:48,U4_A,26.0
2021-07-11 오전 2:48:48,U4_B,25.5
2021-07-11 오전 2:48:48,U5_A,28.1
2021-07-11 오전 2:48:48,U5_B,27.5
2021-07-11 오전 2:48:48,U6_A,31.1
2021-07-11 오전 2:48:48,U6_B,28.2
2021-07-11 오전 2:48:48,U7_A,27.6
2021-07-11 오전 2:48:48,U7_B,26.6
2021-07-11 오전 2:48:48,U8_A,30.0
2021-07-11 오전 2:48:48,U8_B,28.1
2021-07-11 오전 2:48:48,U9_A,29.9
2021-07-11 오전 2:48:48,U9_B,28.1
2021-07-11 오전 2:48:48,U10_A,30.1
2021-07-11 오전 2:48:48,U10_B,27.9
2021-07-11 오전 2:48:48,U11_A,29.0
2021-07-11 오전 2:48:48,U11_B,28.0
2021-07-11 오전 2:50:51,U0_A,29.2
2021-07-11 오전 2:50:51,U0_B,28.8
2021-07-11 오전 2:50:51,U1_A,22.8
2021-07-11 오전 2:50:51,U1_B,22.8
2021-07-11 오전 2:50:51,U2_A,22.8
2021-07-11 오전 2:50:51,U2_B,22.8
2021-07-11 오전 2:50:51,U3_A,26.6
2021-07-11 오전 2:50:51,U3_B,25.8
2021-07-11 오전 2:50:51,U4_A,26.0
2021-07-11 오전 2:50:51,U4_B,25.5
2021-07-11 오전 2:50:51,U5_A,28.1
2021-07-11 오전 2:50:51,U5_B,27.5
2021-07-11 오전 2:50:51,U6_A,31.1
2021-07-11 오전 2:50:51,U6_B,28.2
2021-07-11 오전 2:50:51,U7_A,27.6
2021-07-11 오전 2:50:51,U7_B,26.6
2021-07-11 오전 2:50:51,U8_A,30.0
2021-07-11 오전 2:50:51,U8_B,28.1
2021-07-11 오전 2:50:51,U9_A,29.9
2021-07-11 오전 2:50:51,U9_B,28.1
2021-07-11 오전 2:50:51,U10_A,30.0
2021-07-11 오전 2:50:51,U10_B,27.9
2021-07-11 오전 2:50:51,U11_A,29.0
2021-07-11 오전 2:50:51,U11_B,27.9
2021-07-11 오전 2:52:43,U0_A,29.2
2021-07-11 오전 2:52:43,U0_B,28.8
2021-07-11 오전 2:52:43,U1_A,22.8
2021-07-11 오전 2:52:43,U1_B,22.8
2021-07-11 오전 2:52:43,U2_A,22.8
2021-07-11 오전 2:52:43,U2_B,22.8
2021-07-11 오전 2:52:43,U3_A,26.6
2021-07-11 오전 2:52:43,U3_B,25.9
2021-07-11 오전 2:52:43,U4_A,26.0
2021-07-11 오전 2:52:43,U4_B,25.5
2021-07-11 오전 2:52:43,U5_A,28.1
2021-07-11 오전 2:52:43,U5_B,27.5
2021-07-11 오전 2:52:43,U6_A,31.1
2021-07-11 오전 2:52:43,U6_B,28.2
2021-07-11 오전 2:52:43,U7_A,27.6
2021-07-11 오전 2:52:43,U7_B,26.6
2021-07-11 오전 2:52:43,U8_A,30.0
2021-07-11 오전 2:52:43,U8_B,28.1
2021-07-11 오전 2:52:43,U9_A,29.9
2021-07-11 오전 2:52:43,U9_B,28.1
2021-07-11 오전 2:52:43,U10_A,30.1
2021-07-11 오전 2:52:43,U10_B,27.9
2021-07-11 오전 2:52:43,U11_A,29.0
2021-07-11 오전 2:52:43,U11_B,28.0
2021-07-11 오전 2:54:20,U0_A,29.2
2021-07-11 오전 2:54:20,U0_B,28.8
2021-07-11 오전 2:54:20,U1_A,22.8
2021-07-11 오전 2:54:20,U1_B,22.8
2021-07-11 오전 2:54:20,U2_A,22.8
2021-07-11 오전 2:54:20,U2_B,22.8
2021-07-11 오전 2:54:20,U3_A,26.6
2021-07-11 오전 2:54:20,U3_B,25.9
2021-07-11 오전 2:54:20,U4_A,26.0
2021-07-11 오전 2:54:20,U4_B,25.5
2021-07-11 오전 2:54:20,U5_A,28.1
2021-07-11 오전 2:54:20,U5_B,27.5
2021-07-11 오전 2:54:20,U6_A,31.1
2021-07-11 오전 2:54:20,U6_B,28.1
2021-07-11 오전 2:54:20,U7_A,27.6
2021-07-11 오전 2:54:20,U7_B,26.6
2021-07-11 오전 2:54:20,U8_A,30.0
2021-07-11 오전 2:54:20,U8_B,28.1
2021-07-11 오전 2:54:20,U9_A,29.9
2021-07-11 오전 2:54:20,U9_B,28.1
2021-07-11 오전 2:54:20,U10_A,30.1
2021-07-11 오전 2:54:20,U10_B,27.8
2021-07-11 오전 2:54:20,U11_A,29.0
2021-07-11 오전 2:54:20,U11_B,28.0
2021-07-11 오전 2:56:20,U0_A,29.2
2021-07-11 오전 2:56:20,U0_B,28.8
2021-07-11 오전 2:56:20,U1_A,22.8
2021-07-11 오전 2:56:20,U1_B,22.8
2021-07-11 오전 2:56:20,U2_A,22.8
2021-07-11 오전 2:56:20,U2_B,22.8
2021-07-11 오전 2:56:20,U3_A,26.6
2021-07-11 오전 2:56:20,U3_B,25.8
2021-07-11 오전 2:56:20,U4_A,26.0
2021-07-11 오전 2:56:20,U4_B,25.5
2021-07-11 오전 2:56:20,U5_A,28.1
2021-07-11 오전 2:56:20,U5_B,27.5
2021-07-11 오전 2:56:20,U6_A,31.1
2021-07-11 오전 2:56:20,U6_B,28.2
2021-07-11 오전 2:56:20,U7_A,27.6
2021-07-11 오전 2:56:20,U7_B,26.6
2021-07-11 오전 2:56:20,U8_A,30.0
2021-07-11 오전 2:56:20,U8_B,28.1
2021-07-11 오전 2:56:20,U9_A,29.9
2021-07-11 오전 2:56:20,U9_B,28.1
2021-07-11 오전 2:56:20,U10_A,30.1
2021-07-11 오전 2:56:20,U10_B,27.9
2021-07-11 오전 2:56:20,U11_A,29.0
2021-07-11 오전 2:56:20,U11_B,28.0
2021-07-11 오전 2:58:49,U0_A,29.2
2021-07-11 오전 2:58:49,U0_B,28.9
2021-07-11 오전 2:58:49,U1_A,22.8
2021-07-11 오전 2:58:49,U1_B,22.8
2021-07-11 오전 2:58:49,U2_A,22.8
2021-07-11 오전 2:58:49,U2_B,22.8
2021-07-11 오전 2:58:49,U3_A,26.6
2021-07-11 오전 2:58:49,U3_B,25.9
2021-07-11 오전 2:58:49,U4_A,26.0
2021-07-11 오전 2:58:49,U4_B,25.5
2021-07-11 오전 2:58:49,U5_A,28.1
2021-07-11 오전 2:58:49,U5_B,27.5
2021-07-11 오전 2:58:49,U6_A,31.1
2021-07-11 오전 2:58:49,U6_B,28.2
2021-07-11 오전 2:58:49,U7_A,27.6
2021-07-11 오전 2:58:49,U7_B,26.6
2021-07-11 오전 2:58:49,U8_A,30.0
2021-07-11 오전 2:58:49,U8_B,28.1
2021-07-11 오전 2:58:49,U9_A,29.9
2021-07-11 오전 2:58:49,U9_B,28.1
2021-07-11 오전 2:58:49,U10_A,30.1
2021-07-11 오전 2:58:49,U10_B,27.9
2021-07-11 오전 2:58:49,U11_A,28.9
2021-07-11 오전 2:58:49,U11_B,28.0
2021-07-11 오전 3:01:14,U0_A,29.2
2021-07-11 오전 3:01:14,U0_B,28.8
2021-07-11 오전 3:01:14,U1_A,22.8
2021-07-11 오전 3:01:14,U1_B,22.8
2021-07-11 오전 3:01:14,U2_A,22.8
2021-07-11 오전 3:01:14,U2_B,22.8
2021-07-11 오전 3:01:14,U3_A,26.6
2021-07-11 오전 3:01:14,U3_B,25.9
2021-07-11 오전 3:01:14,U4_A,26.0
2021-07-11 오전 3:01:14,U4_B,25.5
2021-07-11 오전 3:01:14,U5_A,28.1
2021-07-11 오전 3:01:14,U5_B,27.5
2021-07-11 오전 3:01:14,U6_A,31.1
2021-07-11 오전 3:01:14,U6_B,28.1
2021-07-11 오전 3:01:14,U7_A,27.6
2021-07-11 오전 3:01:14,U7_B,26.6
2021-07-11 오전 3:01:14,U8_A,30.0
2021-07-11 오전 3:01:14,U8_B,28.1
2021-07-11 오전 3:01:14,U9_A,29.9
2021-07-11 오전 3:01:14,U9_B,28.1
2021-07-11 오전 3:01:14,U10_A,30.1
2021-07-11 오전 3:01:14,U10_B,27.9
2021-07-11 오전 3:01:14,U11_A,29.0
2021-07-11 오전 3:01:14,U11_B,28.0
2021-07-11 오전 3:03:41,U0_A,29.2
2021-07-11 오전 3:03:41,U0_B,28.8
2021-07-11 오전 3:03:41,U1_A,22.8
2021-07-11 오전 3:03:41,U1_B,22.8
2021-07-11 오전 3:03:41,U2_A,22.8
2021-07-11 오전 3:03:41,U2_B,22.8
2021-07-11 오전 3:03:41,U3_A,26.7
2021-07-11 오전 3:03:41,U3_B,25.8
2021-07-11 오전 3:03:41,U4_A,26.0
2021-07-11 오전 3:03:41,U4_B,25.5
2021-07-11 오전 3:03:41,U5_A,28.1
2021-07-11 오전 3:03:41,U5_B,27.5
2021-07-11 오전 3:03:41,U6_A,31.1
2021-07-11 오전 3:03:41,U6_B,28.1
2021-07-11 오전 3:03:41,U7_A,27.6
2021-07-11 오전 3:03:41,U7_B,26.6
2021-07-11 오전 3:03:41,U8_A,30.0
2021-07-11 오전 3:03:41,U8_B,28.1
2021-07-11 오전 3:03:41,U9_A,29.9
2021-07-11 오전 3:03:41,U9_B,28.1
2021-07-11 오전 3:03:41,U10_A,30.1
2021-07-11 오전 3:03:41,U10_B,27.8
2021-07-11 오전 3:03:41,U11_A,29.0
2021-07-11 오전 3:03:41,U11_B,27.9
2021-07-11 오전 3:05:21,U0_A,29.2
2021-07-11 오전 3:05:21,U0_B,28.8
2021-07-11 오전 3:05:21,U1_A,22.8
2021-07-11 오전 3:05:21,U1_B,22.8
2021-07-11 오전 3:05:21,U2_A,22.8
2021-07-11 오전 3:05:21,U2_B,22.8
2021-07-11 오전 3:05:21,U3_A,26.7
2021-07-11 오전 3:05:21,U3_B,25.9
2021-07-11 오전 3:05:21,U4_A,26.0
2021-07-11 오전 3:05:21,U4_B,25.5
2021-07-11 오전 3:05:21,U5_A,28.1
2021-07-11 오전 3:05:21,U5_B,27.5
2021-07-11 오전 3:05:21,U6_A,31.1
2021-07-11 오전 3:05:21,U6_B,28.1
2021-07-11 오전 3:05:21,U7_A,27.6
2021-07-11 오전 3:05:21,U7_B,26.6
2021-07-11 오전 3:05:21,U8_A,30.0
2021-07-11 오전 3:05:21,U8_B,28.1
2021-07-11 오전 3:05:21,U9_A,29.9
2021-07-11 오전 3:05:21,U9_B,28.1
2021-07-11 오전 3:05:21,U10_A,30.0
2021-07-11 오전 3:05:21,U10_B,27.9
2021-07-11 오전 3:05:21,U11_A,29.0
2021-07-11 오전 3:05:21,U11_B,28.0
2021-07-11 오전 3:07:37,U0_A,29.2
2021-07-11 오전 3:07:37,U0_B,28.8
2021-07-11 오전 3:07:37,U1_A,22.8
2021-07-11 오전 3:07:37,U1_B,22.8
2021-07-11 오전 3:07:37,U2_A,22.8
2021-07-11 오전 3:07:37,U2_B,22.8
2021-07-11 오전 3:07:37,U3_A,26.7
2021-07-11 오전 3:07:37,U3_B,25.9
2021-07-11 오전 3:07:37,U4_A,26.0
2021-07-11 오전 3:07:37,U4_B,25.5
2021-07-11 오전 3:07:37,U5_A,28.1
2021-07-11 오전 3:07:37,U5_B,27.5
2021-07-11 오전 3:07:37,U6_A,31.1
2021-07-11 오전 3:07:37,U6_B,28.2
2021-07-11 오전 3:07:37,U7_A,27.7
2021-07-11 오전 3:07:37,U7_B,26.6
2021-07-11 오전 3:07:37,U8_A,30.0
2021-07-11 오전 3:07:37,U8_B,28.1
2021-07-11 오전 3:07:37,U9_A,29.9
2021-07-11 오전 3:07:37,U9_B,28.1
2021-07-11 오전 3:07:37,U10_A,30.1
2021-07-11 오전 3:07:37,U10_B,27.9
2021-07-11 오전 3:07:37,U11_A,29.0
2021-07-11 오전 3:07:37,U11_B,28.0
2021-07-11 오전 3:09:38,U0_A,29.2
2021-07-11 오전 3:09:38,U0_B,28.8
2021-07-11 오전 3:09:38,U1_A,22.8
2021-07-11 오전 3:09:38,U1_B,22.8
2021-07-11 오전 3:09:38,U2_A,22.8
2021-07-11 오전 3:09:38,U2_B,22.8
2021-07-11 오전 3:09:38,U3_A,26.7
2021-07-11 오전 3:09:38,U3_B,25.9
2021-07-11 오전 3:09:38,U4_A,26.0
2021-07-11 오전 3:09:38,U4_B,25.5
2021-07-11 오전 3:09:38,U5_A,28.1
2021-07-11 오전 3:09:38,U5_B,27.5
2021-07-11 오전 3:09:38,U6_A,31.1
2021-07-11 오전 3:09:38,U6_B,28.2
2021-07-11 오전 3:09:38,U7_A,27.6
2021-07-11 오전 3:09:38,U7_B,26.6
2021-07-11 오전 3:09:38,U8_A,30.0
2021-07-11 오전 3:09:38,U8_B,28.1
2021-07-11 오전 3:09:38,U9_A,29.9
2021-07-11 오전 3:09:38,U9_B,28.1
2021-07-11 오전 3:09:38,U10_A,30.0
2021-07-11 오전 3:09:38,U10_B,27.9
2021-07-11 오전 3:09:38,U11_A,29.0
2021-07-11 오전 3:09:38,U11_B,27.9
2021-07-11 오전 3:11:28,U0_A,29.2
2021-07-11 오전 3:11:28,U0_B,28.8
2021-07-11 오전 3:11:28,U1_A,22.8
2021-07-11 오전 3:11:28,U1_B,22.8
2021-07-11 오전 3:11:28,U2_A,22.8
2021-07-11 오전 3:11:28,U2_B,22.8
2021-07-11 오전 3:11:28,U3_A,26.6
2021-07-11 오전 3:11:28,U3_B,25.9
2021-07-11 오전 3:11:28,U4_A,26.0
2021-07-11 오전 3:11:28,U4_B,25.5
2021-07-11 오전 3:11:28,U5_A,28.1
2021-07-11 오전 3:11:28,U5_B,27.5
2021-07-11 오전 3:11:28,U6_A,31.1
2021-07-11 오전 3:11:28,U6_B,28.0
2021-07-11 오전 3:11:28,U7_A,27.6
2021-07-11 오전 3:11:28,U7_B,26.6
2021-07-11 오전 3:11:28,U8_A,30.0
2021-07-11 오전 3:11:28,U8_B,28.1
2021-07-11 오전 3:11:28,U9_A,29.9
2021-07-11 오전 3:11:28,U9_B,28.1
2021-07-11 오전 3:11:28,U10_A,30.0
2021-07-11 오전 3:11:28,U10_B,27.9
2021-07-11 오전 3:11:28,U11_A,29.0
2021-07-11 오전 3:11:28,U11_B,28.0
2021-07-11 오전 3:12:55,U0_A,29.2
2021-07-11 오전 3:12:55,U0_B,28.8
2021-07-11 오전 3:12:55,U1_A,22.8
2021-07-11 오전 3:12:55,U1_B,22.8
2021-07-11 오전 3:12:55,U2_A,22.8
2021-07-11 오전 3:12:55,U2_B,22.8
2021-07-11 오전 3:12:55,U3_A,26.6
2021-07-11 오전 3:12:55,U3_B,25.9
2021-07-11 오전 3:12:55,U4_A,26.0
2021-07-11 오전 3:12:55,U4_B,25.5
2021-07-11 오전 3:12:55,U5_A,28.1
2021-07-11 오전 3:12:55,U5_B,27.5
2021-07-11 오전 3:12:55,U6_A,31.1
2021-07-11 오전 3:12:55,U6_B,28.1
2021-07-11 오전 3:12:55,U7_A,27.6
2021-07-11 오전 3:12:55,U7_B,26.6
2021-07-11 오전 3:12:55,U8_A,30.0
2021-07-11 오전 3:12:55,U8_B,28.1
2021-07-11 오전 3:12:55,U9_A,29.9
2021-07-11 오전 3:12:55,U9_B,28.1
2021-07-11 오전 3:12:55,U10_A,30.1
2021-07-11 오전 3:12:55,U10_B,27.9
2021-07-11 오전 3:12:55,U11_A,29.0
2021-07-11 오전 3:12:55,U11_B,28.0
2021-07-11 오전 3:14:47,U0_A,29.2
2021-07-11 오전 3:14:47,U0_B,28.9
2021-07-11 오전 3:14:47,U1_A,22.8
2021-07-11 오전 3:14:47,U1_B,22.8
2021-07-11 오전 3:14:47,U2_A,22.8
2021-07-11 오전 3:14:47,U2_B,22.8
2021-07-11 오전 3:14:47,U3_A,26.7
2021-07-11 오전 3:14:47,U3_B,25.9
2021-07-11 오전 3:14:47,U4_A,26.0
2021-07-11 오전 3:14:47,U4_B,25.5
2021-07-11 오전 3:14:47,U5_A,28.1
2021-07-11 오전 3:14:47,U5_B,27.5
2021-07-11 오전 3:14:47,U6_A,31.1
2021-07-11 오전 3:14:47,U6_B,28.1
2021-07-11 오전 3:14:47,U7_A,27.6
2021-07-11 오전 3:14:47,U7_B,26.6
2021-07-11 오전 3:14:47,U8_A,30.0
2021-07-11 오전 3:14:47,U8_B,28.1
2021-07-11 오전 3:14:47,U9_A,29.9
2021-07-11 오전 3:14:47,U9_B,28.1
2021-07-11 오전 3:14:47,U10_A,30.1
2021-07-11 오전 3:14:47,U10_B,27.9
2021-07-11 오전 3:14:47,U11_A,29.0
2021-07-11 오전 3:14:47,U11_B,28.0
2021-07-11 오전 3:17:04,U0_A,29.2
2021-07-11 오전 3:17:04,U0_B,28.8
2021-07-11 오전 3:17:04,U1_A,22.8
2021-07-11 오전 3:17:04,U1_B,22.8
2021-07-11 오전 3:17:04,U2_A,22.8
2021-07-11 오전 3:17:04,U2_B,22.8
2021-07-11 오전 3:17:04,U3_A,26.7
2021-07-11 오전 3:17:04,U3_B,25.9
2021-07-11 오전 3:17:04,U4_A,26.0
2021-07-11 오전 3:17:04,U4_B,25.5
2021-07-11 오전 3:17:04,U5_A,28.1
2021-07-11 오전 3:17:04,U5_B,27.5
2021-07-11 오전 3:17:04,U6_A,31.1
2021-07-11 오전 3:17:04,U6_B,28.1
2021-07-11 오전 3:17:04,U7_A,27.6
2021-07-11 오전 3:17:04,U7_B,26.6
2021-07-11 오전 3:17:04,U8_A,30.0
2021-07-11 오전 3:17:04,U8_B,28.1
2021-07-11 오전 3:17:04,U9_A,29.9
2021-07-11 오전 3:17:04,U9_B,28.1
2021-07-11 오전 3:17:04,U10_A,30.0
2021-07-11 오전 3:17:04,U10_B,27.9
2021-07-11 오전 3:17:04,U11_A,29.0
2021-07-11 오전 3:17:04,U11_B,27.9
2021-07-11 오전 3:19:21,U0_A,29.2
2021-07-11 오전 3:19:21,U0_B,28.8
2021-07-11 오전 3:19:21,U1_A,22.8
2021-07-11 오전 3:19:21,U1_B,22.8
2021-07-11 오전 3:19:21,U2_A,22.8
2021-07-11 오전 3:19:21,U2_B,22.8
2021-07-11 오전 3:19:21,U3_A,26.6
2021-07-11 오전 3:19:21,U3_B,25.8
2021-07-11 오전 3:19:21,U4_A,26.0
2021-07-11 오전 3:19:21,U4_B,25.5
2021-07-11 오전 3:19:21,U5_A,28.1
2021-07-11 오전 3:19:21,U5_B,27.5
2021-07-11 오전 3:19:21,U6_A,31.1
2021-07-11 오전 3:19:21,U6_B,28.1
2021-07-11 오전 3:19:21,U7_A,27.7
2021-07-11 오전 3:19:21,U7_B,26.6
2021-07-11 오전 3:19:21,U8_A,30.0
2021-07-11 오전 3:19:21,U8_B,28.1
2021-07-11 오전 3:19:21,U9_A,29.9
2021-07-11 오전 3:19:21,U9_B,28.1
2021-07-11 오전 3:19:21,U10_A,30.1
2021-07-11 오전 3:19:21,U10_B,27.9
2021-07-11 오전 3:19:21,U11_A,28.9
2021-07-11 오전 3:19:21,U11_B,27.9
2021-07-11 오전 3:21:24,U0_A,29.2
2021-07-11 오전 3:21:24,U0_B,28.8
2021-07-11 오전 3:21:24,U1_A,22.7
2021-07-11 오전 3:21:24,U1_B,22.7
2021-07-11 오전 3:21:24,U2_A,22.7
2021-07-11 오전 3:21:24,U2_B,22.7
2021-07-11 오전 3:21:24,U3_A,26.6
2021-07-11 오전 3:21:24,U3_B,25.9
2021-07-11 오전 3:21:24,U4_A,26.0
2021-07-11 오전 3:21:24,U4_B,25.5
2021-07-11 오전 3:21:24,U5_A,28.1
2021-07-11 오전 3:21:24,U5_B,27.5
2021-07-11 오전 3:21:24,U6_A,31.1
2021-07-11 오전 3:21:24,U6_B,28.1
2021-07-11 오전 3:21:24,U7_A,27.6
2021-07-11 오전 3:21:24,U7_B,26.6
2021-07-11 오전 3:21:24,U8_A,30.0
2021-07-11 오전 3:21:24,U8_B,28.1
2021-07-11 오전 3:21:24,U9_A,29.9
2021-07-11 오전 3:21:24,U9_B,28.1
2021-07-11 오전 3:21:24,U10_A,30.1
2021-07-11 오전 3:21:24,U10_B,27.9
2021-07-11 오전 3:21:24,U11_A,28.9
2021-07-11 오전 3:21:24,U11_B,27.9
2021-07-11 오전 3:23:38,U0_A,29.2
2021-07-11 오전 3:23:38,U0_B,28.8
2021-07-11 오전 3:23:38,U1_A,22.7
2021-07-11 오전 3:23:38,U1_B,22.7
2021-07-11 오전 3:23:38,U2_A,22.7
2021-07-11 오전 3:23:38,U2_B,22.7
2021-07-11 오전 3:23:38,U3_A,26.7
2021-07-11 오전 3:23:38,U3_B,25.8
2021-07-11 오전 3:23:38,U4_A,26.0
2021-07-11 오전 3:23:38,U4_B,25.5
2021-07-11 오전 3:23:38,U5_A,28.1
2021-07-11 오전 3:23:38,U5_B,27.5
2021-07-11 오전 3:23:38,U6_A,31.1
2021-07-11 오전 3:23:38,U6_B,28.2
2021-07-11 오전 3:23:38,U7_A,27.6
2021-07-11 오전 3:23:38,U7_B,26.6
2021-07-11 오전 3:23:38,U8_A,30.0
2021-07-11 오전 3:23:38,U8_B,28.1
2021-07-11 오전 3:23:38,U9_A,29.9
2021-07-11 오전 3:23:38,U9_B,28.1
2021-07-11 오전 3:23:38,U10_A,30.0
2021-07-11 오전 3:23:38,U10_B,27.9
2021-07-11 오전 3:23:38,U11_A,29.0
2021-07-11 오전 3:23:38,U11_B,27.9
2021-07-11 오전 3:25:27,U0_A,29.2
2021-07-11 오전 3:25:27,U0_B,28.8
2021-07-11 오전 3:25:27,U1_A,22.7
2021-07-11 오전 3:25:27,U1_B,22.7
2021-07-11 오전 3:25:27,U2_A,22.7
2021-07-11 오전 3:25:27,U2_B,22.7
2021-07-11 오전 3:25:27,U3_A,26.7
2021-07-11 오전 3:25:27,U3_B,25.9
2021-07-11 오전 3:25:27,U4_A,26.0
